LIMIT_BAL,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_1_2,PAY_1_3,PAY_2_2,PAY_3_2,PAY_4_2,PAY_5_2,dpnm
-1.1367201460025875,-0.6425010729208543,-0.34194161870789364,-0.22708563581165575,1,0,1,0,0,0,1
-0.3659805002900601,-0.6592187497098276,-0.34194161870789364,-0.21358765687093173,0,0,1,0,0,0,1
-0.5972023940038184,-0.2985596575207444,-0.25029157909097943,-0.1918867260980635,0,0,0,0,0,0,0
-0.9054982522888293,-0.05749102983507153,-0.22119057836940328,-0.1693611599558263,0,0,0,0,0,0,0
-0.9054982522888293,-0.5786180902926416,-0.22119057836940328,1.3350341649424902,0,0,0,0,0,0,0
-0.9054982522888293,0.17894662483269733,-0.1910028182847807,-0.17821513971115652,0,0,0,0,0,0,0
2.562830153417544,4.301531153219903,2.9787119906005906,1.4790849434127893,0,0,0,0,0,0,0
-0.5201284294325655,-0.5343590255848726,-0.31899892104358046,-0.23090499962768057,0,0,0,0,0,0,0
-0.2118325711475546,-0.5423851401115038,-0.14095151206447645,-0.2569895184166682,0,0,0,1,0,0,0
-1.1367201460025875,-0.695641827815454,-0.34194161870789364,-0.2569895184166682,0,0,0,0,0,0,0
0.25061121627996186,-0.5452642201109047,-0.20271566919761427,-0.25646869607811934,0,0,0,1,0,0,0
0.7130550037074783,-0.5291305076614325,0.9753314803446974,0.17555343374814117,0,0,0,0,0,0,0
3.5647916928438295,-0.5308144978497613,-0.28156609853864845,0.025122581630618684,0,0,0,0,0,0,0
-0.7513503231463238,0.19798657841364,-0.14873995416630909,-0.2569895184166682,0,0,1,1,0,0,1
0.6359810391362256,0.2670437567011532,-0.16081505820015812,-0.12678393377945885,0,0,0,0,0,0,0
-0.9054982522888293,-0.008275058524560655,-0.34194161870789364,-0.1918867260980635,0,0,1,0,0,0,0
-1.1367201460025875,-0.48682704446269043,-0.14873995416630909,-0.2569895184166682,0,0,0,1,1,1,1
1.1754987911349948,2.744125420902553,0.2834280192051478,0.17702909704069622,0,0,0,0,0,0,0
1.4837946494200058,-0.695641827815454,-0.34194161870789364,-0.2569895184166682,0,0,0,0,0,0,0
0.09646328713745637,-0.695641827815454,-0.34194161870789364,-0.2569895184166682,0,0,0,0,0,0,0
-0.28890653571880737,-0.1747184758484076,-0.16081505820015812,-0.19028085722087126,0,0,0,0,0,0,0
-0.3659805002900601,-0.6913503689484227,-0.32286295433441214,-0.24327453016821546,0,0,0,0,0,0,1
